,Tit,Cur,Int,Cuat,Acr,Nombre,Fecha
230,Ingenieria Informatica,4,IS,1,DGP,Direccion y Gestion de Proyectos,"Viernes, 17 de Febrero"
231,Ingenieria Informatica,4,IS,1,MDA,Metodologias de Desarrollo Ágil,"Lunes, 13 de Febrero"
232,Ingenieria Informatica,4,IS,1,LP,Logica y Programacion,"Miercoles, 15 de Febrero"
233,Ingenieria Informatica,4,IS,1,PGV,Programacion Grafica de Videojuegos,"Martes, 14 de Febrero"
234,Ingenieria Informatica,4,IS,1,SSO,Seguridad en Sistemas Operativos,"Miercoles, 8 de Febrero"
235,Ingenieria Informatica,4,SI,1,BDD,Bases de Datos Distribuidas,"Jueves, 9 de Febrero"
236,Ingenieria Informatica,4,SI,1,RI,Recuperacion de  Informacion,"Viernes, 17 de Febrero"
237,Ingenieria Informatica,4,SI,1,IN,Inteligencia del Negocio,"Lunes, 13 de Febrero"
238,Ingenieria Informatica,4,SI,1,GRD,Gestion de Recursos Digitales,"Miercoles, 15 de Febrero"
239,Ingenieria Informatica,4,SI,1,RSC,Redes y Sistemas Complejos,"Martes, 14 de Febrero"
240,Ingenieria Informatica,4,SI,1,SIG,Sistemas de Informacion Geograficos,"Miercoles, 8 de Febrero"
241,Ingenieria Informatica,4,TI,1,SPSI,Seguridad y Proteccion de Sistemas Informaticos,"Jueves, 9 de Febrero"
242,Ingenieria Informatica,4,TI,1,DAI,Desarrollo de Aplicaciones para Internet,"Viernes, 17 de Febrero"
243,Ingenieria Informatica,4,TI,1,IV,Infraestructura Virtual,"Lunes, 13 de Febrero"
244,Ingenieria Informatica,4,TI,1,CRIM,Compresion y Recuperacion de Informacion Multimedia,"Miercoles, 15 de Febrero"
245,Ingenieria Informatica,4,TI,1,TID,Tratamiento de Imagenes Digitales,"Miercoles, 8 de Febrero"
246,Ingenieria Informatica,1,,2,ES,Estadistica,"Martes, 13 de Junio"
247,Ingenieria Informatica,1,,2,IES,"Ingenieria, Empresa y Sociedad","Miercoles, 21 de Junio"
248,Ingenieria Informatica,1,,2,LMD,Logica y Metodos Discretos,"Lunes, 19 de Junio"
249,Ingenieria Informatica,1,,2,MP,Metodologia de la Programacion,"Viernes, 23 de Junio"
250,Ingenieria Informatica,1,,2,TOC,Tecnologia y Organizacion de los Computadores,"Jueves, 15 de Junio"
251,Ingenieria Informatica,2,,2,ALG,Algoritmica,"Miercoles, 14 de Junio"
252,Ingenieria Informatica,2,,2,AC,Arquitectura de Computadores,"Viernes, 16 de Junio"
253,Ingenieria Informatica,2,,2,FBD,Fundamentos de Bases de Datos,"Viernes, 23 de Junio"
254,Ingenieria Informatica,2,,2,FIS,Fundamentos de Ingenieria del Software,"Lunes, 12 de Junio"
255,Ingenieria Informatica,2,,2,IA,Inteligencia Artificial,"Martes, 20 de Junio"
256,Ingenieria Informatica,3,CSI,2,AA,Aprendizaje Automatico,"Lunes, 19 de Junio"
257,Ingenieria Informatica,3,CSI,2,IC,Ingenieria del Conocimiento,"Miercoles, 21 de Junio"
258,Ingenieria Informatica,3,CSI,2,MH,Metaheuristicas,"Viernes, 23 de Junio"
259,Ingenieria Informatica,3,CSI,2,MCA,Modelos de Computacion Avanzada,"Lunes, 12 de Junio"
260,Ingenieria Informatica,3,CSI,2,TSI,Tecnicas de los Sistemas Inteligentes,"Jueves, 15 de Junio"
261,Ingenieria Informatica,3,IC,2,AS,Arquitectura de Sistemas,"Lunes, 19 de Junio"
262,Ingenieria Informatica,3,IC,2,ACAP,Arquitectura y Computacion de Altas Prestaciones,"Miercoles, 21 de Junio"
263,Ingenieria Informatica,3,IC,2,DHD,Desarrollo de Hardware Digital,"Viernes, 23 de Junio"
264,Ingenieria Informatica,3,IC,2,DSE,Diseno de Sistemas Electronicos,"Lunes, 12 de Junio"
265,Ingenieria Informatica,3,IC,2,SMP,Sistemas con Microprocesadores,"Jueves, 15 de Junio"
266,Ingenieria Informatica,3,IS,2,DSD,Desarrollo de Sistemas Distribuidos,"Lunes, 19 de Junio"
267,Ingenieria Informatica,3,IS,2,DS,Desarrollo de Software,"Miercoles, 21 de Junio"
268,Ingenieria Informatica,3,IS,2,DIU,Diseno de Interfaces de Usuario,"Viernes, 23 de Junio"
269,Ingenieria Informatica,3,IS,2,SIBW,Sistemas de Informacion Basados en Web,"Lunes, 12 de Junio"
270,Ingenieria Informatica,3,IS,2,SG,Sistemas Graficos,"Jueves, 15 de Junio"
271,Ingenieria Informatica,3,SI,2,ABD,Administracion de Bases de Datos,"Lunes, 19 de Junio"
272,Ingenieria Informatica,3,SI,2,ISI,Ingenieria de Sistemas de Informacion,"Miercoles, 21 de Junio"
273,Ingenieria Informatica,3,SI,2,PW,Programacion Web,"Viernes, 23 de Junio"
274,Ingenieria Informatica,3,SI,2,SIE,Sistemas de Informacion para Empresas,"Lunes, 12 de Junio"
275,Ingenieria Informatica,3,SI,2,SMD,Sistemas Multidimensionales,"Jueves, 15 de Junio"
276,Ingenieria Informatica,3,TI,2,CUIA,Computacion Ubicua e Inteligencia Ambiental,"Lunes, 19 de Junio"
277,Ingenieria Informatica,3,TI,2,SWAP,Servidores Web de Altas Prestaciones,"Miercoles, 21 de Junio"
278,Ingenieria Informatica,3,TI,2,SMM,Sistemas Multimedia,"Viernes, 23 de Junio"
279,Ingenieria Informatica,3,TI,2,TW,Tecnologias Web,"Lunes, 12 de Junio"
280,Ingenieria Informatica,3,TI,2,TDRC,Transmision de Datos y Redes de Computadores,"Jueves, 15 de Junio"
281,Ingenieria Informatica,4,COMP,2,CEGE,Creacion de Empresas y Gestion Emprendedora,"Viernes, 16 de Junio"
282,Ingenieria Informatica,4,COMP,2,DI,Derecho Informatico,"Martes, 13 de Junio"
283,Ingenieria Informatica,4,COMP,2,EISI,"Ética, Informatica y Sociedad de la Informacion","Martes, 20 de Junio"
284,Ingenieria Informatica,4,CSI,2,CRIP,Criptografia y Computacion,"Viernes, 16 de Junio"
285,Ingenieria Informatica,4,CSI,2,PLD,Programacion Ludica,"Martes, 13 de Junio"
286,Ingenieria Informatica,4,CSI,2,RI,Robotica Industrial,"Martes, 20 de Junio"
287,Ingenieria Informatica,4,IC,2,CII,Circuitos Integrados e Impresos,"Viernes, 16 de Junio"
288,Ingenieria Informatica,4,IC,2,CLP,Controladores Logicos Programables,"Martes, 13 de Junio"
289,Ingenieria Informatica,4,IC,2,MEI,Mantenimiento de Equipos Informaticos,"Martes, 20 de Junio"
290,Ingenieria Informatica,4,IS,2,AO,Animacion por Ordenador,"Viernes, 16 de Junio"
291,Ingenieria Informatica,4,IS,2,NTP,Nuevas Tecnologias de la Programacion,"Martes, 13 de Junio"
292,Ingenieria Informatica,4,IS,2,PPR,Programacion Paralela,"Martes, 20 de Junio"
293,Ingenieria Informatica,4,SI,2,PDIH,Perifericos y Dispositivos de Interfaz Humana,"Martes, 13 de Junio"
294,Ingenieria Informatica,4,SI,2,SCGC,Sistemas Cooperativos y Gestion de Contenidos,"Martes, 20 de Junio"
295,Ingenieria Informatica,4,TI,2,PDS,Procesamiento Digital de Senales,"Viernes, 16 de Junio"
296,Ingenieria Informatica,4,TI,2,PDM,Programacion de Dispositivos Moviles,"Martes, 13 de Junio"
297,Ingenieria Informatica,4,TI,2,RMS,Redes Multiservicio,"Martes, 20 de Junio"
298,Ingenieria Informatica,1,,2,ES,Estadistica,"Viernes, 7 de Julio"
299,Ingenieria Informatica,1,,2,IES,"Ingenieria, Empresa y Sociedad","Lunes, 17 de Julio"
300,Ingenieria Informatica,1,,2,LMD,Logica y Metodos Discretos.,"Jueves, 13 de Julio"
301,Ingenieria Informatica,1,,2,MP,Metodologia de la Programacion.,"Miercoles, 19 de Julio"
302,Ingenieria Informatica,1,,2,TOC,Tecnologia y Organizacion de los Computadores.,"Lunes, 10 de Julio"
303,Ingenieria Informatica,2,,2,AC,Arquitectura de Computadores.,"Martes, 11 de Julio"
304,Ingenieria Informatica,2,,2,ALG,Algoritmica.,"Jueves, 6 de Julio"
305,Ingenieria Informatica,2,,2,FBD,Fundamentos de Bases de Datos.,"Martes, 18 de Julio"
306,Ingenieria Informatica,2,,2,FIS,Fundamentos de Ingenieria del Software.,"Viernes, 7 de Julio"
307,Ingenieria Informatica,2,,2,IA,Inteligencia Artificial,"Viernes, 14 de Julio"
308,Ingenieria Informatica,3,CSI,2,AA,Aprendizaje Automatico,"Jueves, 13 de Julio"
309,Ingenieria Informatica,3,CSI,2,IC,Ingenieria del Conocimiento,"Lunes, 17 de Julio"
310,Ingenieria Informatica,3,CSI,2,MH,Metaheuristicas,"Miercoles, 19 de Julio"
311,Ingenieria Informatica,3,CSI,2,MCA,Modelos de Computacion Avanzada,"Jueves, 6 de Julio"
312,Ingenieria Informatica,3,CSI,2,TSI,Tecnicas de los Sistemas Inteligentes,"Lunes, 10 de Julio"
313,Ingenieria Informatica,3,IC,2,AS,Arquitectura de Sistemas,"Jueves, 13 de Julio"
314,Ingenieria Informatica,3,IC,2,ACAP,Arquitectura y Computacion de Altas Prestaciones,"Lunes, 17 de Julio"
315,Ingenieria Informatica,3,IC,2,DHD,Desarrollo de Hardware Digital,"Miercoles, 19 de Julio"
316,Ingenieria Informatica,3,IC,2,DSE,Diseno de Sistemas Electronicos,"Jueves, 6 de Julio"
317,Ingenieria Informatica,3,IC,2,SMP,Sistemas con Microprocesadores,"Lunes, 10 de Julio"
318,Ingenieria Informatica,3,IS,2,DSD,Desarrollo de Sistemas Distribuidos,"Jueves, 13 de Julio"
319,Ingenieria Informatica,3,IS,2,DS,Desarrollo de Software,"Lunes, 17 de Julio"
320,Ingenieria Informatica,3,IS,2,DIU,Diseno de Interfaces de Usuario,"Miercoles, 19 de Julio"
321,Ingenieria Informatica,3,IS,2,SIBW,Sistemas de Informacion Basados en Web,"Jueves, 6 de Julio"
322,Ingenieria Informatica,3,IS,2,SG,Sistemas Graficos,"Lunes, 10 de Julio"
323,Ingenieria Informatica,3,SI,2,ABD,Administracion de Bases de Datos,"Jueves, 13 de Julio"
324,Ingenieria Informatica,3,SI,2,ISI,Ingenieria de Sistemas de Informacion,"Lunes, 17 de Julio"
325,Ingenieria Informatica,3,SI,2,PW,Programacion Web,"Miercoles, 19 de Julio"
326,Ingenieria Informatica,3,SI,2,SIE,Sistemas de Informacion para Empresas,"Jueves, 6 de Julio"
327,Ingenieria Informatica,3,SI,2,SMD,Sistemas Multidimensionales,"Lunes, 10 de Julio"
328,Ingenieria Informatica,3,TI,2,CUIA,Computacion Ubicua e Inteligencia Ambiental,"Jueves, 13 de Julio"
329,Ingenieria Informatica,3,TI,2,SWAP,Servidores Web de Altas Prestaciones,"Lunes, 17 de Julio"
330,Ingenieria Informatica,3,TI,2,SMM,Sistemas Multimedia,"Miercoles, 19 de Julio"
331,Ingenieria Informatica,3,TI,2,TW,Tecnologias Web,"Jueves, 6 de Julio"
332,Ingenieria Informatica,3,TI,2,TDRC,Transmision de Datos y Redes de Computadores,"Lunes, 10 de Julio"
333,Ingenieria Informatica,4,COMP,2,CEGE,Creacion de Empresas y Gestion Emprendedora,"Viernes, 14 de Julio"
334,Ingenieria Informatica,4,COMP,2,DI,Derecho Informatico,"Viernes, 7 de Julio"
335,Ingenieria Informatica,4,COMP,2,EISI,"Ética, Informatica y Sociedad de la Informacion","Martes, 18 de Julio"
336,Ingenieria Informatica,4,CSI,2,CRIP,Criptografia y Computacion,"Viernes, 14 de Julio"
337,Ingenieria Informatica,4,CSI,2,PLD,Programacion Ludica,"Viernes, 7 de Julio"
338,Ingenieria Informatica,4,CSI,2,RI,Robotica Industrial,"Martes, 18 de Julio"
339,Ingenieria Informatica,4,IC,2,CII,Circuitos Integrados e Impresos,"Viernes, 14 de Julio"
340,Ingenieria Informatica,4,IC,2,CLP,Controladores Logicos Programables,"Viernes, 7 de Julio"
341,Ingenieria Informatica,4,IC,2,MEI,Mantenimiento de Equipos Informaticos,"Martes, 18 de Julio"
342,Ingenieria Informatica,4,IS,2,AO,Animacion por Ordenador,"Viernes, 14 de Julio"
343,Ingenieria Informatica,4,IS,2,NTP,Nuevas Tecnologias de la Programacion,"Viernes, 7 de Julio"
344,Ingenieria Informatica,4,IS,2,PPR,Programacion Paralela,"Martes, 18 de Julio"
345,Ingenieria Informatica,4,SI,2,PDIH,Perifericos y Dispositivos de Interfaz Humana,"Viernes, 7 de Julio"
346,Ingenieria Informatica,4,SI,2,SCGC,Sistemas Cooperativos y Gestion de Contenidos,"Martes, 18 de Julio"
347,Ingenieria Informatica,4,TI,2,PDS,Procesamiento Digital de Senales,"Viernes, 14 de Julio"
348,Ingenieria Informatica,4,TI,2,PDM,Programacion de Dispositivos Moviles,"Viernes, 7 de Julio"
349,Ingenieria Informatica,4,TI,2,RMS,Redes Multiservicio,"Martes, 18 de Julio"
350,Ingenieria Informatica y Matematicas,1,,1,FP,Fundamentos de Programacion,"Miercoles, 11 de Enero"
351,Ingenieria Informatica y Matematicas,1,,1,FS,Tecnologia y Organizacion de Computadores,"Miercoles, 25 de Enero"
352,Ingenieria Informatica y Matematicas,1,,1,FFT,Fundamentos Fisicos y Tecnologicos,"Martes, 17 de Enero"
353,Ingenieria Informatica y Matematicas,2,,1,EC,Estructura de computadores,"Lunes, 23 de Enero"
354,Ingenieria Informatica y Matematicas,2,,1,ED,Estructura de Datos,"Miercoles, 25 de Enero"
355,Ingenieria Informatica y Matematicas,2,,1,SO,Sistemas Operativos,"Miercoles, 11 de Enero"
356,Ingenieria Informatica y Matematicas,3,,1,FBD,Fundamentos de Bases de Datos,"Lunes, 23 de Enero"
357,Ingenieria Informatica y Matematicas,3,,1,SCD,Sistemas Concurrentes y Distribuidos,"Miercoles, 18 de Enero"
358,Ingenieria Informatica y Matematicas,3,,1,FR,Fundamentos de Redes,"Viernes, 13 de Enero"
359,Ingenieria Informatica y Matematicas,3,,1,MC,Modelos de Computacion,"Lunes, 16 de Enero"
360,Ingenieria Informatica y Matematicas,4,,1,DDSI,Diseno y Desarrollo de Sistemas de Informacion,"Viernes, 20 de Enero"
361,Ingenieria Informatica y Matematicas,4,,1,IG,Informatica Grafica,"Martes, 24 de Enero"
362,Ingenieria Informatica y Matematicas,1,,1,FFT,Fundamentos Fisicos y Tecnologicos,"Lunes, 13 de Febrero"
363,Ingenieria Informatica y Matematicas,1,,1,FS,Tecnologia y Organizacion de Computadores,"Jueves, 16 de Febrero"
364,Ingenieria Informatica y Matematicas,1,,1,FP,Fundamentos de Programacion,"Martes, 7 de Febrero"
365,Ingenieria Informatica y Matematicas,2,,1,EC,Estructura de computadores,"Lunes, 13 de Febrero"
366,Ingenieria Informatica y Matematicas,2,,1,ED,Estructura de Datos.,"Viernes, 17 de Febrero"
367,Ingenieria Informatica y Matematicas,2,,1,SO,Sistemas Operativos.,"Miercoles, 8 de Febrero"
368,Ingenieria Informatica y Matematicas,3,,1,MC,Modelos de Computacion,"Miercoles, 8 de Febrero"
369,Ingenieria Informatica y Matematicas,3,,1,FR,Fundamentos de Redes,"Martes, 7 de Febrero"
370,Ingenieria Informatica y Matematicas,3,,1,FBD,Fundamentos de Bases de Datos,"Viernes, 17 de Febrero"
371,Ingenieria Informatica y Matematicas,3,,1,SCD,Sistemas Concurrentes y Distribuidos,"Viernes, 10 de Febrero"
372,Ingenieria Informatica y Matematicas,4,,1,DDSI,Diseno y Desarrollo de Sistemas de Informacion,"Martes, 14 de Febrero"
373,Ingenieria Informatica y Matematicas,4,,1,IG,Informatica Grafica,"Miercoles, 15 de Febrero"
374,Ingenieria Informatica y Matematicas,1,,2,MP,Metodologia de la Programacion,"Viernes, 23 de Junio"
375,Ingenieria Informatica y Matematicas,1,,2,FS,Fundamentos del Software,"Lunes, 12 de Junio"
376,Ingenieria Informatica y Matematicas,2,,2,ALG,Algoritmica,"Miercoles, 14 de Junio"
377,Ingenieria Informatica y Matematicas,2,,2,AC,Arquitectura de Computadores,"Viernes, 16 de Junio"
378,Ingenieria Informatica y Matematicas,2,,2,PDOO,Programacion y Diseno Orientado a Objetos,"Viernes, 23 de Junio"
379,Ingenieria Informatica y Matematicas,2,,2,LMD,Logica y Metodos Discretos,"Lunes, 19 de Junio"
380,Ingenieria Informatica y Matematicas,3,,2,IS,Ingenieria de Servidores,"Miercoles, 14 de Junio"
381,Ingenieria Informatica y Matematicas,3,,2,IA,Inteligencia Artificial,"Martes, 20 de Junio"
382,Ingenieria Informatica y Matematicas,3,,2,FIS,Fundamentos de Ingenieria del Software,"Lunes, 12 de Junio"
383,Ingenieria Informatica y Matematicas,5,,2,IES,"Ingenieria, Empresa y Sociedad","Miercoles, 14 de Junio"
384,Ingenieria Informatica y Matematicas,1,,2,MP,Metodologia de la Programacion,"Miercoles, 19 de Julio"
385,Ingenieria Informatica y Matematicas,1,,2,FS,Fundamentos del Software,"Viernes, 7 de Julio"
386,Ingenieria Informatica y Matematicas,2,,2,AC,Arquitectura de Computadores,"Martes, 11 de Julio"
387,Ingenieria Informatica y Matematicas,2,,2,PDOO,Programacion y Diseno Orientado a Objetos,"Miercoles, 19 de Julio"
388,Ingenieria Informatica y Matematicas,2,,2,LMD,Logica y Metodos Discretos,"Jueves, 13 de Julio"
389,Ingenieria Informatica y Matematicas,2,,2,ALG,Algoritmica,"Jueves, 6 de Julio"
390,Ingenieria Informatica y Matematicas,3,,2,FIS,Fundamentos de Ingenieria del Software,"Viernes, 7 de Julio"
391,Ingenieria Informatica y Matematicas,3,,2,IA,Inteligencia Artificial,"Viernes, 14 de Julio"
392,Ingenieria Informatica y Matematicas,3,,2,IS,Ingenieria de Servidores,"Martes, 11 de Julio"
393,Ingenieria Informatica y Matematicas,5,,2,IES,"Ingenieria, Empresa y Sociedad","Martes, 11 de Julio"
